url,type
adamsgraham.com/Attorneys/Roger-W-Hughes.shtml,benign
xbox360.gamespy.com/xbox-360/lords-of-shadow/,phishing
bensonmuledays.com/,benign
thepoliticalbox.ca/en/news/le-portrait-dont-personne-ne-veut,benign
my.liveireland.com/,benign
malampanjang88.000webhostapp.com,phishing
chiphi.org/Students/StudentChapters.aspx,benign
scores.espn.go.com/mlb/recap?gameId=310815111,benign
http://acp-atlanta.org/en/about-us/the-president.html,defacement
albianews.com/news/,benign
https://mpequity.sharepoint.com/:b:/g/Efe884bvvOxHmi59mtXYG7kBaTQDLnctBiXnTeDQoyU8xQ,phishing
vodpod.com/watch/5852855-phil-davis-vs-antonio-rogerio-nogueira-parte-1,benign
dc-14aa6cc6.ibertecnica.es,phishing
www.nigels.com/glt/glui/,phishing
freepages.genealogy.rootsweb.ancestry.com/~prohel/names/misc/wertheimer.html,benign
freewebs.com/familykohler/familytimeline.htm,benign
amazon.com/Avis-de-Recherche/dp/B000QQYIGU,benign
http://111.42.102.90:53986/Mozi.m,malware
crossdresserclub.com/home/printthread.php?t=2851&page=3&pp=40,benign
bit.ly/Q2yNco,benign
http://www.deboermontage.nl/index.php/component/artforms/leveringsvoorwaarden?formid=1,defacement
findlocalweather.com/pinpoint/us/mo/kmbc-tv%2028kansas%20city29/current694562.html,benign
angelareed.com/,benign
novell.com/coolsolutions/author/3025.html,benign
spaceartstudio.com/wp-content/plugins/hitlar.1.9.3/index.php?cmd=_home&amp;dispatch=5885d80a13c0db1f8e&amp;ee=4e2f71017d18f346e4ebc6ccc01d8c50,benign
en.wikipedia.org/wiki/2011_Toronto_FC_season,benign
archive.org/details/Assassins_Creed-Demo_Intro,benign
americantowns.com/nj/longbranch,benign
mygeniesite.com/getperson.php?personID=I2297&tree=Lirette,benign
macon.ucg.org/,benign
http://www.pinkplanetplasencia.es/index.php?option=com_mailto&tmpl=component&link=aHR0cDovL3d3dy5waW5rcGxhbmV0cGxhc2VuY2lhLmVzL2luZGV4LnBocD9vcHRpb249Y29tX2NvbnRlbnQmdmlldz1hcnRpY2xlJmlkPTI6c2FuZHdpY2gtcGluay1wbGFuZXQtcGxhc2VuY2lhJmNhdGlkPTc6c2FuZHdpY2gmSXRlbWlkPTQx,defacement
ccha.tufl.org/ccha/indexes/analu.htm,benign
us8h9j4.ufh7.com/de/?Y2VkcmF6cGF1bG9AeWFob28uY29t,benign
local.yahoo.com/info-20701664-cartoon-network-studios-burbank,benign
http://45.143.221.60/Pandoras_Box/pandora.spc,malware
'9d345009-a-62cb3a1a-s-sites.googlegroups.com/site/stickamcomlogindo/login.html?amp\%3Battredirects=0&amp;attachauth=ANoY7crpkek84RGTGo7VUyudkri_K6tO9AAQVubV28DbtFCdrjnCdiz7sQZjlYowXtKY-9WlHXhD3wua2EdbamnVeLPKbi6VfDGIHGnmVBc6hfdcXP8uft_yD65ZqM-0VZ3APxK1MHWiq5BoeRTZV1caVVNCItjtKSwG5LZHsmA2AvFj_TWr7DGr_XmHsZ41G2QALFT-Kk5jmaPHZ5pmdSw04D8MPCWSZQ\%3D\%3D&amp;attredirects=2',benign
tnawrestlingnews.com/,benign
0wa2018webportalupdate.editor.multiscreensite.com,phishing
whiteroseboardingkennels.com/why.htm,benign
http://www.controlesuasvendas.com/artigos/82-tef-ou-pos-qual-sistema-devo-utilizar.html,defacement
reunion.com/daviddaoust/,benign
http://tobogo.net/cdsb/board.php?board=storytv&bm=view&no=530&category=&auth=&page=1&search=&keyword=&recom=,benign
facebook.com/people/Shawn-Anderson/100000550395917,benign
ppn.wikia.com/wiki/Matsumoto_Jun,benign
boards.ancestry.com/surnames.garwood/12/mb.ashx,benign
dellasavia.com.br/scripts/_notes/titulo.php,benign
http://www.hotsource.ch/index.php?option=com_virtuemart&Itemid=68,defacement
amazon.com/s?ie=UTF8&keywords=Mancow&rh=i%3Aaps%2Ck%3AMancow&page=1,benign
http://correios.com.br/para-sua-empresa/servicos-para-o-seu-contrato/isp-indice-de-servicos-postais/view,benign
baseball-almanac.com/asgmenu.shtml,benign
www.olegvolk.net/newsite/texturelibrary/texturelibrary.html,phishing
http://www.timorous-beastie.co.uk/wp-content/themes/twentytwelve/wears/699dfbf8c349280bdcf510dbd9fe8d5c,malware
crystalstonemarble.com,phishing
update-informations003.creativeplaythings.com.au/,benign
local-legends.net/home/RARE-PLACES.php,benign
http://sueweston.com/whats-on-tai-chi-courses/31-tai-chi-chuan,defacement
pragatiengineers.co.in/www/https/paypal.com/cgi-bin/server/pptp/security/106s5e233z20122s5125ba20j12qa5885d80a13c0db1f8e263663d3faee8db2b24f7b84fa/secure-code234/security/,benign
http://www.mdgachievers.com/index.php?option=com_content&view=article&id=158&Itemid=265,defacement
kansas-city-chiefs-jerseys.com/,benign
usmessageboard.com/europe/129428-belgium-and-the-internal-conflict-that-doesnt-end.html,benign
gw4.geneanet.org/monartque?lang=en;m=P;v=laura,benign
ca.ratemyteachers.com/academie-dunton/37559-s,benign
http://crystalspringsag.org/index.php?view=article&catid=14:ministries&id=40:young-adult-ministry&tmpl=component&print=1&layout=default&page=&option=com_content&Itemid=105,defacement
www.ualberta.ca/~uofafs/,phishing
demondrille-kingsvale.blogspot.com/,benign
allposters.com/-st/John-Collier-Posters_c23442_.htm,benign
waatp.com/people/james-j-arraj/41070838/,benign
websters-online-dictionary.org/definitions/LEACH?cx=partner-pub-0939450753529744%3Av0qd01-tdlq&cof=FORID%3A9&ie=UTF-8&q=LEACH&sa=Search,benign
en-pi.facebook.com/people/Ethan-Peters/1176403608,benign
www.generar-1000creditos.es.tl/,benign
www.15seconds.com/issue/020522.htm,phishing
tjoob.com/vids/178967/mikayla-mendez-Stunning-Babe-Mikayla-Mendez-Giving-Perfect-Handjob-And-Gets-Big-Load.html,benign
http://pkfcaribbean.com/locations/25-pkf-guyana.html,defacement
ourtimes.yolasite.com/contact-us.php,benign
citytown.info/Canada/Quebec.htm,benign
musikshop.ws/top/hoerbuecher_006.htm,benign
http://www.ksv-oestringen.de/index.php?option=com_weblinks&view=categories&Itemid=56,defacement
http://www.imoconcept.de/index.php?option=com_jea&view=properties&Itemid=58&id=33,defacement
ca.linkedin.com/pub/svani-beaus%C3%A9jour/12/842/505,benign
townhomesbycity.com/New_Jersey-monmouth_county.html,benign
lasportys.com/index.php?case=product&proddb=3&pid=5763,benign
musicstack.com/records-cds/shug,benign
mp3bear.com/?q=sofi+marinova+zaraza,benign
http://www.liceorutigliano.com/index.php?option=com_content&view=article&id=234&Itemid=186,defacement
gtnexus.readytalk.com/,benign
http://aciai.com.br/index.php?option=com_content&view=article&id=47&Itemid=37&fontstyle=f-larger,defacement
zodiacal.com/royalty/,benign
flyscooters.com/news?page=3,benign
blogtalkradio.com/inmypajamasshow/2011/07/26/peter-m-lenkov-executive-producer-of-hawaii-five,benign
padparis.net/DesktopDefault.aspx?tabid=10&tabindex=9&dealerid=861&curidx=43&back=name,benign
http://www.64bitjungle.com/box/dropbox/,phishing
azhockey.com/Br.htm,benign
facebook.com/sunchsongs,benign
gazettenet.com/2011/09/02/lee-langevin,benign
fbi.gov/sacramento/press-releases/2009/sc022009a.htm,benign
manta.com/c/mmlf0tb/j-k-l-machining,benign
huxijis8.com/images?us.battle.net/login/en/?ref=lyxnhkdus.battle.net/d3/en/index,benign
bobscriver.com/bob/biography.html,benign
en.wikipedia.org/wiki/Category:Icebreakers_of_Chile,benign
http://www.janke-baufinanzierungen.de/index.php?view=article&id=87:partner&format=pdf&option=com_content&Itemid=29,defacement
http://www.prosenior.ch/index.php?option=com_contact&view=category&catid=4&Itemid=29,defacement
http://niedoba-assoc.com/~niedobaa/index.php?option=com_content&view=article&id=117&Itemid=145,defacement
facebook.com/people/Dante-Henderson/683305145,benign
http://www.tellimus.ee/et/pood/details/638/187/sale/other/trendplus-spinnfischen-0.26.html,defacement
www.nixsoftware.com/products/nixcomponents/,phishing
home.scarlet.be/yvan_martens/rug/RUGApplet.html,phishing
'driver.linetimex.org/bb/portalbb/home29\%2c106\%2c106\%2c10\%2c1\%2c1\%2c2.html',benign
oreillynet.com/pub/au/3495,benign
de635.ussengland.org/OtherShips/USS%20Vigilance.htm,benign
hdl.loc.gov/loc.uscongress/legislation.111s3107,benign
answers.com/topic/mills-college,benign
browseireland.com/Ireland_Vacation_Packages_-_Travel_-_Tourism/General_Irish_Tourism_Guides/index.shtml,benign
facebook.com/cenker.cakin,benign
eap.mcgill.ca/General/library.htm,benign
historycommons.org/entity.jsp?entity=ron_dellums,benign
www.ibm.com/developerworks/library/co-corbajct4/,phishing
http://mic.com/articles/116720/as-supreme-court-justices-deliberate-marriage-proponents-celebrate-in-solidarity,benign
barbaraleeblack.com/,benign
http://kickass.to/internet-download-manager-idm-6-23-build-11-registered-fake-serial-fixed-32bit-64bit-patch-crackingpatching-t10593259.html,benign
http://www.sweethome.com.gr/index.php?option=com_estateagent&act=object&task=showEO&id=663,defacement
http://dhl.export.dns-cloud.net/sign/in/,phishing
thefreedictionary.com/bound,benign
souzaaguiar.bid,phishing
safety.microsoft.com.cdnuvew.br6xo38lcmknba.review,malware
http://schattle.de/content-management-mainmenu-27/18-joomla.html,defacement
coursework.info/AS_and_A_Level/Drama/Plays/Response_to__Find_Me__text_written_by_Ol_L50088.html,benign
xpornolar.com/csslar/,benign
lizmcmanus.blogspot.com/,benign
http://www.slab.ro/component/joocm/login,defacement
gestaocontabilidade-pj.com,phishing
indeed.com/q-Russell-Stover-Candies-jobs.html,benign
youtube.com/watch?v=Wqp9pz0yc20,benign
facebook.com/people/Otis-Charles/100000583339205,benign
http://homeandawayapts.com/listing-claire-2.html,defacement
illinois.sportsvite.com/sports/Dodgeball,benign
visionbib.com/bibliography/abynum/ixb.html,benign
boards.ancestry.com/surnames.beaubien/259/mb.ashx,benign
en.wikipedia.org/wiki/Category:15th-century_French_people,benign
http://www.berufungswege.de/impulskalender/august.html,defacement
rootsweb.ancestry.com/~kyknox/Births/1873-1899.html,benign
viatraderh.com.br,phishing
attdavie.com/,benign
scobleizer.com/2006/05/06/wow-3d-operating-system-open-croquet/,phishing
ioffer.com/i/2-cd-live-r-than-you-ll-ever-be-rolling-stones-restored-169686937,benign
http://58.255.190.115:45520/Mozi.m,malware
polaris.vante.com.br/.zab/fnsmail.php,benign
amazon-umstellungs-manager.com/step1.php?ssl_certificate_40bd6782f9a92ebfa63f732e019858cdcdb70a37bab&amp;data=SmVzc2ljYTpFbmdiZXJz,benign
homes.com/Real_Estate/MN/City/ROSE%20CREEK/,benign
https://mitsui-jyuku.mixh.jp/uploads/16113687ead846bae3d6dc2187ebf1d00be.exe,malware
wwwonlneverfy.com,phishing
http://162.212.115.15:56520/Mozi.m,malware
games.teamxbox.com/xbox-360/1198/Kameo-Elements-of-Power/,phishing
http://5.182.211.138/bins/jKira.arm5,malware
https://mitsui-jyuku.mixh.jp/uploads/9564d4fe8115bf6b56a9f2357e2c9e699c5.exe,malware
hellenicinfo.blogspot.com/,benign
http://www.sandomenicoresidence.com/index.php?option=com_content&view=article&id=20&Itemid=12&lang=ita,defacement
wn.com/81st_United_States_Congress,benign
forbes.com/lists/2009/94/colleges-09_University-of-Missouri-Kansas-City_94475.html,benign
celebitchy.com/182673/when_duchess_kate_deigns_to_work_shell_do_it_with_gusto_says_a_royal_source/,benign
http://www.nhomkinhdep.com/lan-can-cau-thang-kinh.html,defacement
http://51.89.119.154/SBIDIOT/spc,malware
http://censor.net.ua/jokes/all/page/1/hero/0/category/0/interval/5/author/2234524d6c9398b937ccdcec3101dab9/sortby/date,benign
http://sohacogroup.com.vn/index.php?option=com_virtuemart&Itemid=128&page=shop.browse&category_id=37,defacement
ec.europa.eu/echo/about/actors/partners_en.htm,benign
clubsg.skygolf.com/courses/scorecard.php?id=7821,benign
ebay.com/sch/sis.html?_nkw=Pontiac+Grand+Prix+SJ+Coupe+AWESOME+1974+GRAND+PRIX+SJ+455,benign
movies.yahoo.com/movie/1808657001/info,benign
servicesnetsite.site40.net/abriu/,benign
youtube.com/watch?v=0NkkUaNLQ-g,benign
closinglogos.com/page/DisneyToon+Studios,benign
www.cpiano.com/js/?amp;amp;app=com-d3&us.battle.net/login/en/?ref=us.battle.net/d3/en/index,benign
http://ig-fosa.ch/cgi/wetransfer,phishing
pipl.com/directory/people/Marie/Gascon,benign
http://r-tuning.com.ua/index.php?option=com_content&view=article&id=44&Itemid=28,defacement
espn.go.com/blog/afcsouth/category/_/name/jacksonville-jaguars,benign
exposay.com/garrett-backstrom-tangled-world-premiere---arrivals/p/42091/1/?f=Garrett+Backstrom,benign
everything.explained.at/contents/list_MON.htm,benign
goldensportsetc.com/,benign
http://censor.net.ua/resonance/329647/borba_za_ukrnaftu_avtonomnyyi_donbass_polet_gagarina_obzor_zakonoproektov,benign
alliancetheatre.org/,benign
globalgenealogy.com/countries/canada/ontario/brant/resources/101178.htm,benign
http://slashdot.org/submission/4400485/microsoft-office-2016-public-preview-released,benign
https://mitsui-jyuku.mixh.jp/uploads/867ODNO38B.exe,malware
http://45.32.234.129/bins/Hilix.x86,malware
https://betasuslinkgiris.blogspot.com/,phishing
wikimapia.org/1562576/NBC-Television-KNTV-KSTS,benign
collegebasketball.rivals.com/bviewplayer.asp?Player=76429,benign
http://motthegioi.vn/the-gioi-mang/thoi-su-facebook/nu-sinh-xem-phim-den-ngu-gat-o-quan-net-my-nu-choi-voi-tran-khong-lo-188545.html,benign
http://haldenoyeklinikk.no/index.php?option=com_user&view=reset,defacement
ascarz.com/81dc9bdb52d04dc20036dbd8313ed07d15/secure.paypal.com/81dc9bdb52d04dc20036dbd8313ed055/cgi-bin/en/account/login/index.php,benign
reference.com/browse/East+Saint+Louis&,benign
wow-power-leveling.eu/news/id_558.html,benign
en.wikipedia.org/wiki/2010_Spokane_Shock_season,benign
mysteryfile.com/Hockey/Refs.html,benign
absoluteastronomy.com/topics/List_of_Canadians_by_ethnicity,benign
http://bleacherreport.com/articles/2462015-is-rookie-wr-tyler-lockett-the-seahawks-new-golden-tate,benign
mtv.com/music/artist/downthesun/artist.jhtml,benign
antiqueshoppesusa.com/pennsylvaniaantiques.htm,benign
http://www.demunjones.com/index.php?view=article&catid=1:news&id=38:demun-jones-checks-in-on-a-night-off-of-the-lack-of-luxury-tour&tmpl=component&print=1&layout=default&page=,defacement
http://mic.com/articles/46233/40-of-breadwinners-are-women-so-why-don-t-we-have-paid-maternity-leave-yet,benign
catalog.library.ksu.edu.sa/digital/eng2995.html,benign
clarionhotel.com/hotel-monroe-louisiana-LA254,benign
luceatcounseling.com,phishing
http://steamcommunity.com/stats/TF2/achievements/%22http://store.steampowered.com/explore/%22,benign
http://appleid.apple.co.uk.cgi-bin.webobjects.myappleid.woa.verify0.id8-eu.net/identify-customer=1hJmtMByghjwxGNNZnsoQbzKTqZH175F5K1qN5RytnnQU9KkJ0999aDq3z1pncQ7SBcr7bnYr4aiQQ15XBXVmeiitv9kRHGhTS3k/,phishing
http://mic.com/articles/108144/one-tweet-from-j-k-rowling-perfectly-shuts-down-rupert-murdoch-s-anti-muslim-rhetoric,benign
rottentomatoes.com/m/danny_deckchair/,benign
http://badmildiou.com/bin/bg_55dcf3886d7143dabd909d843e96562d.exe.upx.exe,malware
kristenshinermcguire.com/,benign
filmsandtv.com/movies/cliffrobertson.php,benign
fat-cat.co.uk/fatcat/home.php,phishing
en.wikipedia.org/wiki/Lost_&_found,benign
www3.telus.net/parakin/,phishing
http://www.dijoser.pt/index.php/area-reservada/reset.html,defacement
topic.askjot.com/Delta-Sigma-Theta,benign
http://seasonvar.ru/serial-10172-Zakon_i_poryadok_Spetcial_nyj_korpus-12-season.html,benign
http://paolamcclure.com/dolls/gallery?nav=1&img=113,defacement
ozfootball.net/ark/Players/S/ST.html,benign
www.ccswy.com/css/?app=com-d3&amp;ref=us.battle.net/d3/en/index,benign
www.neobytesolutions.com/invsecr/index.htm,phishing
parsinfo.org/,benign
http://www.vetquality.com.br/component/k2/itemlist/tag/CardiologiaVeterinaria,defacement
gatorzone.com/story.php?id=16079,benign
http://77.43.206.170:43288/Mozi.m,malware
absoluteastronomy.com/topics/Granada_Hills_Charter_High_School,benign
en.wikipedia.org/wiki/The_Ellen_DeGeneres_Show,benign
forbes.com/2008/10/13/0929_FLEW080.html,benign
jakubkucytowski.com.pl/wordpress/wp-includes/js/tinymce/themes/index.htm,benign
onlinekansascity.blogspot.com/,benign
americantowns.com/sc/chesnee,benign
vitals.com/doctors/Dr_Patrick_Charbonneau.html,benign
premierleague.com/page/stoke-city,benign
http://adventure-nicaragua.net/es/index.php?option=com_content&view=article&id=47&Itemid=54,defacement
www.wtj.com/games/,phishing
amazon.com/What-Were-Once-Vices-Habits/product-reviews/B000002KF4,benign
http://jasquaniel.com/index.php?option=com_phocagallery&view=detail&catid=81:dessins&id=3040:microcosme&tmpl=component&Itemid=2,defacement
wn.com/Henry_Starnes,benign
jovemvip.com.br/expopec/site_seguro/Feito_Para_Voce/,benign
http://www.sportraad-maasmechelen.be/index.php?option=com_weblinks&view=category&id=19&Itemid=26,defacement
http://www.englandfencing.co.uk/index.php?option=com_content&view=article&id=374:selection-criteria-for-the-england-team-for-the-2013-school-games&catid=110:season-201213&Itemid=146,defacement
https://eliotecae-my.sharepoint.com/personal/subind_eliotec_ae/_layouts/15/WopiFrame.aspx?guestaccesstoken=R0CwyxEzu0u4QskHqLg4IUppG/8kb5p BD26C7pm5mg=&amp;docid=1_10a004d72e6c74e5da1a88324055cba4f&amp;wdFormId={0457694D-EA64-4327-9A31-BCE69CAE1542}&amp;action=formsubmit&amp;cid=1a47822e-c696-4f00-b2bd-b89f0f160fcb,phishing
http://www.fineswisschocolate.ca/Lost-password/index.html,defacement
http://www.magramoto.it/component/virtuemart/details/46/16/lampade/index.html,defacement
heyuguys.co.uk/2010/07/28/fantasia-2010-festival-report/,benign
kansai.pm.org/Kansai.pm/english/index.html,phishing
lollyclay.net/.error/en/.www2.paypalcom/us/cgi-bin/2/webscr/cmd=_login-submit.php,benign
https://twitter.com/home?status=%E3%83%8C%E3%81%91%E3%82%8B%EF%BC%81%E3%80%90%E7%B4%A0%E4%BA%BA%E3%80%91+http%3A%2F%2Fero-video.net%2Ft%2FbgKZHmxcU0Gv0Fir+%E9%9F%93%E5%9B%BD%E3%83%8F%E3%83%A1%E6%92%AE%E3%82%8A32+%23ero+%23douga+%23agesage,benign
en.wikipedia.org/wiki/Web_feed,phishing
ford-f350.info/history/,benign
christcpcmonrovia.org/home/wp-content/plugins/wp-photo-album-plus/9183891435/241250503/,benign
cedarridgeroyalty.com/,benign
pophistorydig.com/?tag=john-wayne-history,benign
candoctor.ca/2469927-doctor-pouliot-denis-dr-orl.html,benign
big12hoops.com/2010/12/29/1899409/texas-tech-vs-new-mexico-preview-should-they-switch-conferences,benign
answers.yahoo.com/question/index?qid=20090520071516AAcnVWv,benign
slantmagazine.com/film/review/babies/4796,benign
vancouverpoetryhouse.com/,benign
https://particulares.newsbusiniesstoday.net/login,phishing
http://116.103.218.57:48471/.i,malware
bbb.org/nashville/business-reviews/auto-repair-and-service/antioch-auto-center-in-antioch-tn-29000301,benign
kirafontana.com/,benign
fearofaghostplanet.com/?p=3269,benign
andamiosyequipos.com/list/remax/,benign
facebook.com/group.php?gid=7029400420,benign
en.wikipedia.org/wiki/Linda_Kash,benign
www.paypal.co.uk.9517.secure-550.mx/images/cgi.bin/uk/web.scr/?un=1&cmnd=_lg&nav=df4cac17a4ad29440e56d4f39f60f370,benign
myspace.com/3xkrazy5000,benign
groups.yahoo.com/group/TGPGuiLibAnnounce/,phishing
5magazine.wordpress.com/2010/07/02/my-lobotomy-by-howard-dully-charles-fleming/,benign
mahalo.com/eric-gagne/,benign
jwelleryfair.xyz,phishing
standrewsanglicannewcarlisle.blogspot.com/,benign
youtube.com/watch?v=XPW-m4XSdGg,benign
last.fm/music/Longing+For+Dawn,benign
megavideo.com/?c=videos&s=Biutiful,benign
www.mozillazine.org/talkback.html?article=1169,phishing
http://eee.oomsn.asia/login/en/login.html,phishing
purchase-vailory74.com,phishing
web3.userinstinct.com/52554896-universite-du-quebec-a-montreal-uqam-ecole-superieure-de-mode-de-montreal-programme-de-le-cycle-gestion-et-design-de-la-mode.htm,benign
abebooks.com/book-search/kw/serge-leclaire/,benign
https://tsite.jp/login/index.pl?xpg=PCUI0401&ret=https%3a%2f%2ftsite%2ejp%2frank%2f,benign
maisaukimassage.com.ng,phishing
toronto.china-consulate.org/eng/,benign
alphasigmaphi-gammarhochapter.blogspot.com/,benign
streema.com/radios/The_Pickle_WPKL,benign
fabtintoys.com/tommy%20toy/,benign
queensberry-rules.com/2010-articles/november/most-super-of-the-six-previews-and-predictions-for-carl-froch-vs-arthur-abraham-and-andre-ward-vs-sakio-bika.html,benign
onlineeducation.net/school/rockhurst-university,benign
social.msdn.microsoft.com/Forums/,phishing
youtube.com/watch?v=dMlgMI4bcis,benign
en.wikipedia.org/wiki/Paul_Cargnello,benign
http://stoddardandcooper.com/wp-admin/includes/access/wells/wells.htm,phishing
192.com/atoz/people/griffin/dawn/,benign
http://www.lagunasdelcatedral.com/index.html,defacement
zona-musical.com/postt60186.html,benign
travel.yahoo.com/p-travelguide-2803883-biodome_de_montreal_montreal-i,benign
http://www.rentmedia.com.ua/arenda-oborudovanija/multimedijnye-proektory-i-jekrany/katalog/76-projecta-180x180-cm.html,defacement
arfur101.podomatic.com/,benign
saf.bio.caltech.edu/www/vms_beginners_faq.html,phishing
http://www.gallacher-sons.co.uk/index.php?view=category&catid=5&option=com_joomgallery&Itemid=57,defacement
ragstwo.com/wp-content/my.screenname.aol.com/_cqr/ebafb3e019c261bbf40892fb29c283e1,benign
vimeo.com/13954027,benign
sunlifebuilding-phil.com/,benign
https://registrodatoserverjet.com/BNWeb/lnicio/,phishing
thestopbutton.com/2005/10/01/it-happens-every-spring-1949/,benign
iheartphotograph.blogspot.com/2011/10/peter-watkins-oliver-shamlou.html,benign
en.wikipedia.org/wiki/McGill_Tribune,benign
pollingplace.net/,benign
answers.yahoo.com/question/index?qid=20090923093903AAI1jPb,benign
http://superuser.com/users/365716/%d0%92%d0%b8%d0%ba%d1%82%d0%be%d1%80-%d0%a6%d0%b2%d0%b8%d0%b3%d0%be,benign
http://www.erbab.com/index.php?option=com_content&view=article&id=1&Itemid=2&lang=en,defacement
initialsdbb.blogspot.com/2010/06/paris-texas-wim-wenders-and-robby.html,benign
william1.co.uk/t36.htm,benign
gruntsmilitary.com/airman.shtml,benign
youtube.com/watch?v=FEQmnQPf7QE,benign
http://www.symedin.com/plus/feedback.php?aid=37&ftype=bad,defacement
gameboy.ign.com/objects/015/015178.html,benign
http://www.fitnessequipmentworldok.com/component/content/article/2-products/12-questionscomments,defacement
http://www.fdp-muenchen-west.de/index.php?option=com_content&view=article&id=175&Itemid=59,defacement
www.eeok.asia/login/en/login.html,benign
dentistsdirectory.us/city-West%20Bend-WI/,benign
lemoulin.ca/en/contact.cfm,benign
mediabistro.com/tvspy/kmbc-kcwe-names-sarah-smith-president-and-general-manager_b18102,benign
ilike.com/artist/Shreya+Ghoshal,benign
albany.craigslist.org/reb/2699907852.html,benign
europa.eu/rapid/pressReleasesAction.do?reference=IP/01/154,phishing
imdb.com/name/nm0675144/,benign
http://www.entrepreneur-india.com/index.php?view=article&catid=10:entrepreneur-india&id=16:entrepreneur-india&tmpl=component&print=1&layout=default&page=,defacement
spokeo.com/Rhoda+Martin,benign
mentaldefective.wordpress.com/2009/05/21/top-15-best-album-covers-alternate-universe/,benign
cc.com.br/components/com_chronocontact/uploads/download/imagens-banner/downl.php,benign
http://embarrass.org/index.php?option=com_content&amp;task=blogsection&amp;id=5&amp;Itemid=30,phishing
hotels.com/ho126058/novotel-montreal-centre-montreal-canada/,benign
www.entreplayas.es/tmp/RBMC8Qg1BHav4pYFzembFoENcG1gf3H4PaiYU4haol/cmThkRqcUe5qBbIUMLTMUxjVXHuoiRBMC8Qg1BHav4pYFzembFoENcG1gf3H4PaiYU4h/Verify/securedpage/index.htm,benign
dumbestpolitician.com/,benign
http://mereliverystables.com/user1/alibaba/alibaba.com/login.php?cmd=login_submit,phishing
streetfighter4.org/,benign
menopause.org/LinkClick.aspx?link=162&tabid=133,benign
linkedin.com/pub/didier-muamba/22/7ba/669,benign
education.com/schoolfinder/us/missouri/kansas-city/satchel-paige-elementary/,benign
https://mitsui-jyuku.mixh.jp/uploads/4794d4fe8115bf6b56a9f2357e2c9e699c5.exe,malware
conniejohnsondesigns.com/,benign
www.cs.pdx.edu/~trent/frp/fudge.toc.html,phishing
mtl.mit.edu/researchgroups/hslee/,benign
attractions.uptake.com/virginia/newbern/759159834.html,benign
whosdatedwho.com/tpx_2408/vince-neil/,benign
http://mic.com/articles/78409/people-s-choice-awards-2014-the-show-understands-one-thing-no-other-awards-show-does,benign
q97country.com/,benign
http://toyotagujranwala.com/index.php?option=com_content&view=article&id=132&Itemid=96,defacement
www.opensourcetutorials.com/tutorials/Design-And-Layout/Accessibility/basic-wai/page1.html,phishing
http://anaximhost.com/clients/status/docsdrive/,phishing
encyclopedia2.thefreedictionary.com/Dunning%2c+William+Archibald,benign
hannibal.net/obituaries/x256659388/Harold-L-Chuck-Fletcher-Jr,benign
atendimen-online5.uni5.net,phishing
http://expowebtv.pro/cache/remax/index.htm,phishing
facebook.com/people/Brock-Davis/1426800003,benign
myhuddersfield.com/termsandconditions/,benign
http://192.129.189.214/Faith_Bins/Faithful.sh4,malware
big12sports.com/ViewArticle.dbml?DB_OEM_ID=10410&ATCLID=205321070,benign
http://www.eca.edu.au/compliance.1,defacement
amazon.ca/DICTIONNAIRE-SYNONYMES-ANTONYMES-HECTOR-DUPUIS/dp/2762124441,benign
stonecenter.tulane.edu/,benign
pandurokri.fr/7e7f08d97adeac9c22a43217156807a3/validation.html?g4d3bdOsiuarHDdBl0bEP6dBVy_wP1WJ6XZDh7nemRp9bv2mHJ0HYZaZV6xWExsS,benign
soundunwound.com/music/warner-bros-records/345067,benign
www.angelfire.com/art/FLOP/,phishing
redcard.target.com/redcard/page.jsp?contentid=rc_main,phishing
ang.wikipedia.org/wiki/Washington_Freedom,benign
brainyquote.com/quotes/authors/k/kevin_mcdonald.html,benign
labizarrefilms.com/,benign
http://111.42.66.19:43479/Mozi.m,malware
https://geekandartsy.com/wp-admin/css/colors/sunrise/all/us/chaseOnline/,phishing
newkerala.com/news/2011/worldnews-67599.html,benign
familytreemaker.genealogy.com/users/b/o/u/Gilles-Boucher-Beloeil/ODT2-0003.html,benign
http://104.140.114.108/pbot.arm7,malware
billboard.com/artist/groovy-aardvark/discography/compilations/246274,benign
www.mstay.com/jm10_ab1.html,phishing
http://104.244.76.124/ap/ad.x86,malware
fluge.com/rudo-y-cursi-movie.html,benign
http://www.feuerwehr-werl.de/index.php?option=com_content&view=article&id=129&Itemid=69,defacement
bleacherreport.com/detroit-lions,benign
www.cs.technion.ac.il/~gabr/papers/phd-thesis.pdf,phishing
http://www.academiedumeuble.ca/index.php?option=com_content&view=article&id=49&Itemid=58,defacement
http://www.fahrschule-niepel-hannover.de/service/faq/1-Auto/25-Lohntsichdas??,defacement
klub.lodenice.net/fffe/hl.php,benign
travel.gaycrawler.com/,benign
paypal.cgi.bin.get-into.herf.secure.dispatch35463256rzr321654641dsf6543218747841hjk41231.lodgeisidora.cl/href/href/secure/center/update/limit/seccure/1f30477db12bc689dc891dbffdab00b8/,benign
firstbanknigeria.com/,benign
java.sun.com/products/javawebstart/docs/developersguide.html,phishing
sandpointmovingsale.com,phishing
http://www.auctionyourart.com/about-caroline-ashleigh.html,defacement
